시험고유번호,시험명,과목,대단원,중단원,정답,배점,표준반응시간(초),표준총응시시간(초),생성일,과정번호,분류코드
979,구미중3_기말대비1_013,,,,"[3, 3, 5, 4, 3, 3, 1, 6]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0006', 'BDH_ABC3_0105', 'BDH_ABC3_0040', 'BDH_ABC3_0143', 'BDH_ABC3_0002', 'BDH_ABB3_0130', 'BDH_ABB3_0160', 'BDH_ABC4_0013']"
980,구미중3_기말대비1_014,,,,"[20, 3, 1, 2, 3, 2, 21, 4]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0098', 'BDH_ABB3_0061', 'BDH_ABC3_0100', 'BDH_ABB3_0052', 'BDH_ABC3_0146', 'BDH_ABC3_0069', 'BDH_ABB3_0111', 'BDH_ABC4_0046']"
981,구미중3_기말대비1_015,,,,"[3, 5, 5, 1, 2, 1, 4, 2]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0160', 'BDH_ABC3_0111', 'BDH_ABB3_0079', 'BDH_ABC3_0106', 'BDH_ABC3_0070', 'BDH_ABC3_0053', 'BDH_ABB3_0009', 'BDH_ABC4_0033']"
982,구미중3_기말대비1_016,,,,"[4, 3, 5, 3, 4, 1, 24, 1]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0024', 'BDH_ABB3_0085', 'BDH_ABB3_0056', 'BDH_ABC3_0001', 'BDH_ABB3_0103', 'BDH_ABB3_0090', 'BDH_ABC3_0139', 'BDH_ABC4_0043']"
983,구미중3_기말대비1_017,,,,"[2, 1, 5, -6, 4, 1, 4, 1]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0092', 'BDH_ABC3_0081', 'BDH_ABC3_0079', 'BDH_ABB3_0112', 'BDH_ABB3_0122', 'BDH_ABC3_0028', 'BDH_ABB3_0064', 'BDH_ABC4_0054']"
984,구미중3_기말대비1_018,,,,"[5, 4, 2, 4, 2, 5, 18, 5]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0132', 'BDH_ABB3_0157', 'BDH_ABB3_0054', 'BDH_ABB3_0106', 'BDH_ABC3_0045', 'BDH_ABC3_0023', 'BDH_ABC3_0110', 'BDH_ABC4_0030']"
985,구미중3_기말대비1_019,,,,"[3, 1, 2, 1, -3, 5, 1, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0030', 'BDH_ABB3_0115', 'BDH_ABB3_0060', 'BDH_ABC3_0072', 'BDH_ABB3_0117', 'BDH_ABB3_0078', 'BDH_ABC3_0055', 'BDH_ABC4_0015']"
986,구미중3_기말대비1_020,,,,"[4, 60, 22, 25, 1, 27, 1, 21]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/08,66,"['BDH_ABC3_0036', 'BDH_ABC3_0056', 'BDH_ABC3_0025', 'BDH_ABB3_0154', 'BDH_ABC3_0082', 'BDH_ABB3_0073', 'BDH_ABB3_0095', 'BDH_ABB4_0024']"
987,구미중3_기말대비2_001,,,,"[5, 2, 2, 4, 5, 2, 1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0071', 'BDM_MAD3_0008', 'BDM_MAD3_0177', 'BDM_MAD3_0042', 'BDM_MAD3_0144', 'BDM_MAD3_0189', 'BDM_MAC3_0053', 'BDM_MAD3_0253']"
988,구미중3_기말대비2_002,,,,"[3, 2, 2, 2, 1, 5, 5, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0123', 'BDM_MAC3_0034', 'BDM_MAC3_0184', 'BDM_MAC3_0164', 'BDM_MAC3_0006', 'BDM_MAD3_0260', 'BDM_MAD3_0005', 'BDM_MAC3_0016']"
989,구미중3_기말대비2_003,,,,"['2', '5', '5', '4', '4', '1,4', '-5', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0259', 'BDM_MAD3_0194', 'BDM_MAD3_0169', 'BDM_MAD3_0172', 'BDM_MAC3_0026', 'BDM_MAC3_0149', 'BDM_MAC3_0101', 'BDM_MAD3_0029']"
990,구미중3_기말대비2_004,,,,"['4', '30', '2', '5', '2', '1', '2', '1,5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0060', 'BDM_MAD3_0271', 'BDM_MAC3_0122', 'BDM_MAD3_0153', 'BDM_MAC3_0119', 'BDM_MAD3_0156', 'BDM_MAC3_0159', 'BDM_MAD3_0230']"
991,구미중3_기말대비2_005,,,,"[7, 4, 5, 3, 5, 42, 1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0082', 'BDM_MAD3_0255', 'BDM_MAC3_0036', 'BDM_MAD3_0206', 'BDM_MAD3_0040', 'BDM_MAC3_0001', 'BDM_MAD3_0148', 'BDM_MAC3_0190']"
992,구미중3_기말대비2_006,,,,"[30, 1, 3, 2, 2, 3, 1, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0131', 'BDM_MAD3_0182', 'BDM_MAD3_0157', 'BDM_MAD3_0097', 'BDM_MAD3_0154', 'BDM_MAC3_0203', 'BDM_MAD3_0197', 'BDM_MAD3_0174']"
993,구미중3_기말대비2_007,,,,"['3', '3,5', '4', '2', '4', '2', '5', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0087', 'BDM_MAC3_0062', 'BDM_MAD3_0100', 'BDM_MAD3_0201', 'BDM_MAD3_0256', 'BDM_MAC3_0128', 'BDM_MAD3_0202', 'BDM_MAC3_0073']"
994,구미중3_기말대비2_008,,,,"[8, 5, 5, 1, 4, 3, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0266', 'BDM_MAC3_0224', 'BDM_MAC3_0180', 'BDM_MAC3_0129', 'BDM_MAC3_0098', 'BDM_MAC3_0166', 'BDM_MAD3_0238', 'BDM_MAD3_0269']"
995,구미중3_기말대비2_009,,,,"[3, 3, -2, 2, 5, 2, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0240', 'BDM_MAC3_0045', 'BDM_MAC3_0041', 'BDM_MAD3_0204', 'BDM_MAD3_0125', 'BDM_MAD3_0039', 'BDM_MAD3_0027', 'BDM_MAD3_0261']"
996,구미중3_기말대비2_010,,,,"[-1, 4, 0, 5, 4, 5, 1, 27]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0174', 'BDM_MAC3_0113', 'BDM_MAD3_0073', 'BDM_MAD3_0115', 'BDM_MAC3_0108', 'BDM_MAD3_0136', 'BDM_MAC3_0087', 'BDM_MAC3_0043']"
997,구미중3_기말대비2_011,,,,"['3', '5', '2', '29', '2,4', '2', '5', '-58']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0138', 'BDM_MAD3_0052', 'BDM_MAD3_0226', 'BDM_MAD3_0248', 'BDM_MAC3_0072', 'BDM_MAC3_0208', 'BDM_MAC3_0057', 'BDM_MAC3_0048']"
998,구미중3_기말대비2_012,,,,"[4, 4, 5, 4, 4, 4, 5, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0101', 'BDM_MAD3_0267', 'BDM_MAD3_0015', 'BDM_MAC3_0249', 'BDM_MAD3_0242', 'BDM_MAD3_0137', 'BDM_MAC3_0199', 'BDM_MAD3_0263']"
999,구미중3_기말대비2_013,,,,"[4, 5, 2, 3, 2, 1, 1, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0065', 'BDM_MAD3_0098', 'BDM_MAD3_0070', 'BDM_MAC3_0059', 'BDM_MAC3_0125', 'BDM_MAD3_0185', 'BDM_MAC3_0225', 'BDM_MAC3_0063']"
1000,구미중3_기말대비2_014,,,,"[3, 9, 2, 3, 3, 3, 8, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0031', 'BDM_MAD3_0056', 'BDM_MAD3_0243', 'BDM_MAC3_0143', 'BDM_MAD3_0232', 'BDM_MAC3_0091', 'BDM_MAC3_0061', 'BDM_MAC3_0081']"
1001,구미중3_기말대비2_015,,,,"[4, 2, 5, 18, 5, 5, 5, 10]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0079', 'BDM_MAC3_0220', 'BDM_MAC3_0009', 'BDM_MAC3_0050', 'BDM_MAD3_0080', 'BDM_MAD3_0251', 'BDM_MAC3_0029', 'BDM_MAD3_0095']"
1002,구미중3_기말대비2_016,,,,"[2, 2, 255, 9, 4, 36, 1, 31]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0024', 'BDM_MAC3_0145', 'BDM_MAC3_0243', 'BDM_MAD3_0215', 'BDM_MAC3_0176', 'BDM_MAC3_0196', 'BDM_MAD3_0133', 'BDM_MAD3_0024']"
1003,구미중3_기말대비2_017,,,,"[1, 1, 75, 1, 2, 1, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAD3_0163', 'BDM_MAC3_0121', 'BDM_MAD3_0003', 'BDM_MAC3_0229', 'BDM_MAC3_0116', 'BDM_MAD3_0014', 'BDM_MAD3_0196', 'BDM_MAD3_0046']"
1004,구미중3_기말대비2_018,,,,"[1, 3, -2, 5, 3, 12, 2, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0067', 'BDM_MAC3_0160', 'BDM_MAC3_0132', 'BDM_MAC3_0010', 'BDM_MAC3_0234', 'BDM_MAC3_0188', 'BDM_MAC3_0167', 'BDM_MAD3_0076']"
1005,구미중3_기말대비2_019,,,,"[30, 1, 5, 5, 5, 4, 4, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0171', 'BDM_MAD3_0129', 'BDM_MAC3_0134', 'BDM_MAD3_0191', 'BDM_MAD3_0188', 'BDM_MAC3_0195', 'BDM_MAC3_0002', 'BDM_MAC3_0097']"
1006,구미중3_기말대비2_020,,,,"[2, -7, 3, -1, 5, 2, -1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/08,67,"['BDM_MAC3_0033', 'BDM_MAC3_0056', 'BDM_MAC3_0209', 'BDM_MAD3_0059', 'BDM_MAC3_0205', 'BDM_MAD3_0117', 'BDM_MAD3_0268', 'BDM_MAD3_0109']"
1007,고근_삼각함수 활용 3회분_001,,,,"[2, 3, 50, 3, 1, 1, 4, 10]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/11,68,"['BDH_CBB3_0046', 'BDH_CBB3_0092', 'BDH_CBB3_0178', 'BDH_CBB3_0139', 'BDH_CBB3_0133', 'BDH_CBB3_0160', 'BDH_CBB3_0138', 'BDH_CBB4_0018']"
1008,고근_삼각함수 활용 3회분_002,,,,"[2, 3, 5, 3, 4, 2, 5, 4]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/11,68,"['BDH_CBB3_0036', 'BDH_CBB3_0061', 'BDH_CBB3_0150', 'BDH_CBB3_0151', 'BDH_CBB3_0126', 'BDH_CBB3_0172', 'BDH_CBB3_0080', 'BDH_CBB4_0008']"
1009,고근_삼각함수 활용 3회분_003,,,,"[2, 2, 3, 3, 4, 3, 20, 2]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/06/11,68,"['BDH_CBB3_0118', 'BDH_CBB3_0089', 'BDH_CBB3_0044', 'BDH_CBB3_0011', 'BDH_CBB3_0013', 'BDH_CBB3_0004', 'BDH_CBB3_0155', 'BDH_CBB4_0017']"
1013,현일고1_기말대비2_001,,,,"[5, 4, 1, 3, 3, 5, 5, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABC3_0013', 'BDH_ABC3_0126', 'BDH_ABE3_0147', 'BDH_ACA3_0107', 'BDH_ABC3_0046', 'BDH_ABC3_0140', 'BDH_ABC4_0004', 'BDH_ABE4_0006']"
1014,현일고1_기말대비2_002,,,,"[2, 14, 4, 4, 5, 2, 2, 46]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ACB3_0120', 'BDH_ACA3_0023', 'BDH_ABC3_0043', 'BDH_ABD3_0113', 'BDH_ABC3_0133', 'BDH_ABC3_0069', 'BDH_ABD4_0028', 'BDH_ABD4_0100']"
1015,현일고1_기말대비2_003,,,,"[2, 3, 13, 20, 2, 6, 2, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABE3_0017', 'BDH_ABC3_0077', 'BDH_ACB3_0020', 'BDH_ABC3_0098', 'BDH_ACA3_0052', 'BDH_ABC3_0071', 'BDH_ABC4_0024', 'BDH_ABD4_0135']"
1016,현일고1_기말대비2_004,,,,"[4, 2, 2, 2, 5, 1, 2, 9]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABC3_0153', 'BDH_ACB3_0088', 'BDH_ABE3_0116', 'BDH_ACA3_0010', 'BDH_ABC3_0094', 'BDH_ACA3_0094', 'BDH_ABC4_0007', 'BDH_ABE4_0004']"
1017,현일고1_기말대비2_005,,,,"[4, 7, 5, 3, 5, 2, 20, 1]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ACB3_0028', 'BDH_ABE3_0164', 'BDH_ABC3_0023', 'BDH_ABC3_0050', 'BDH_ABC3_0149', 'BDH_ACA3_0046', 'BDH_ABD4_0121', 'BDH_ABD4_0137']"
1018,현일고1_기말대비2_006,,,,"[1, 4, 10, 1, 2, 15, 300, 4]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ACB3_0095', 'BDH_ABE3_0060', 'BDH_ACB3_0116', 'BDH_ABD3_0060', 'BDH_ABE3_0108', 'BDH_ABC3_0054', 'BDH_ABC4_0026', 'BDH_ABC4_0019']"
1019,현일고1_기말대비2_007,,,,"['1', '3', '2', '5', '27', '2', '1,5', '7']","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABE3_0150', 'BDH_ACA3_0097', 'BDH_ACB3_0013', 'BDH_ABE3_0089', 'BDH_ABC3_0005', 'BDH_ACA3_0085', 'BDH_ABE4_0014', 'BDH_ABD4_0055']"
1020,현일고1_기말대비2_008,,,,"[5, 2, 2, 2, 4, 5, 527, 12]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABD3_0058', 'BDH_ACB3_0124', 'BDH_ACB3_0093', 'BDH_ABE3_0010', 'BDH_ACA3_0043', 'BDH_ACA3_0119', 'BDH_ABE4_0059', 'BDH_ACB4_0023']"
1021,현일고1_기말대비2_009,,,,"[1, 5, 3, 36, 4, 4, 3, 5]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABC3_0078', 'BDH_ABC3_0123', 'BDH_ACB3_0021', 'BDH_ACA3_0036', 'BDH_ABE3_0052', 'BDH_ABC3_0138', 'BDH_ACA4_0035', 'BDH_ABE4_0011']"
1022,현일고1_기말대비2_010,,,,"[1, 6, 5, 2, 3, 1, 1, 5]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABD3_0111', 'BDH_ABE3_0113', 'BDH_ABD3_0029', 'BDH_ABD3_0005', 'BDH_ACB3_0043', 'BDH_ABE3_0003', 'BDH_ABC4_0051', 'BDH_ABD4_0088']"
1023,현일고1_기말대비2_011,,,,"[5, 4, 2, 3, 5, 3, 1, 1]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABE3_0123', 'BDH_ABC3_0148', 'BDH_ACB3_0102', 'BDH_ACA3_0037', 'BDH_ABD3_0092', 'BDH_ABC3_0047', 'BDH_ABE4_0007', 'BDH_ABE4_0001']"
1024,현일고1_기말대비2_012,,,,"[2, 5, 3, 4, 5, 4, 9, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABD3_0117', 'BDH_ABE3_0154', 'BDH_ABE3_0043', 'BDH_ABD3_0048', 'BDH_ACB3_0065', 'BDH_ABE3_0145', 'BDH_ABE4_0023', 'BDH_ACB4_0022']"
1025,현일고1_기말대비2_013,,,,"[5, 1, 4, 5, 2, 2, 3, 2]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABE3_0023', 'BDH_ACB3_0024', 'BDH_ABE3_0129', 'BDH_ABE3_0126', 'BDH_ACB3_0023', 'BDH_ACB3_0055', 'BDH_ABE4_0003', 'BDH_ABE4_0049']"
1026,현일고1_기말대비2_014,,,,"[3, 2, 2, 5, 2, 4, 4, 5]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABC3_0058', 'BDH_ABE3_0096', 'BDH_ABE3_0091', 'BDH_ACB3_0042', 'BDH_ACB3_0096', 'BDH_ABD3_0089', 'BDH_ABC4_0046', 'BDH_ABD4_0010']"
1027,현일고1_기말대비2_015,,,,"[5, 2, 1, 1, 2, 4, 4, 1]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABE3_0117', 'BDH_ABE3_0097', 'BDH_ABC3_0084', 'BDH_ABD3_0118', 'BDH_ABD3_0132', 'BDH_ACA3_0034', 'BDH_ABC4_0010', 'BDH_ABD4_0023']"
1028,현일고1_기말대비2_016,,,,"[5, 4, 3, 3, 4, 3, 4, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ACB3_0039', 'BDH_ACB3_0031', 'BDH_ACB3_0115', 'BDH_ABD3_0021', 'BDH_ACB3_0047', 'BDH_ACB3_0075', 'BDH_ABE4_0052', 'BDH_ABD4_0105']"
1029,현일고1_기말대비2_017,,,,"[5, 4, 5, 2, 11, 4, 3, 1]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABE3_0121', 'BDH_ABE3_0048', 'BDH_ABE3_0020', 'BDH_ABC3_0045', 'BDH_ACB3_0140', 'BDH_ABD3_0016', 'BDH_ABD4_0031', 'BDH_ACA4_0001']"
1030,현일고1_기말대비2_018,,,,"[1, 4, 2, 2, 5, 3, -8, 4]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABD3_0103', 'BDH_ABE3_0007', 'BDH_ACA3_0120', 'BDH_ACA3_0045', 'BDH_ABE3_0030', 'BDH_ACB3_0070', 'BDH_ABC4_0021', 'BDH_ABD4_0092']"
1031,현일고1_기말대비2_019,,,,"[1, 9, 1, -6, 11, 2, 5, 4]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ACB3_0033', 'BDH_ACA3_0105', 'BDH_ABD3_0057', 'BDH_ACB3_0076', 'BDH_ABE3_0149', 'BDH_ABE3_0006', 'BDH_ABE4_0055', 'BDH_ABE4_0046']"
1032,현일고1_기말대비2_020,,,,"[8, 4, 42, 1, 4, 1, 42, 2]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/06/13,69,"['BDH_ABD3_0096', 'BDH_ACA3_0060', 'BDH_ABE3_0086', 'BDH_ACB3_0012', 'BDH_ACA3_0039', 'BDH_ABD3_0098', 'BDH_ABE4_0033', 'BDH_ABC4_0018']"
1033,구미중3_기말대비3_001,,,,"['3', '4', '3', '4,5', '2', '10', '2', '2']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0014', 'BDM_MAC3_0099', 'BDM_MAD3_0075', 'BDM_MAD3_0001', 'BDM_MAC3_0164', 'BDM_MAD3_0095', 'BDM_MAC3_0104', 'BDM_MAD3_0117']"
1034,구미중3_기말대비3_002,,,,"['2', '3', '4', '31', '4', '5', '3', '3,5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0177', 'BDM_MAC3_0189', 'BDM_MAC3_0144', 'BDM_MAD3_0024', 'BDM_MAD3_0042', 'BDM_MAD3_0194', 'BDM_MAD3_0206', 'BDM_MAC3_0062']"
1035,구미중3_기말대비3_003,,,,"[1, -2, 1, 2, 5, 2, 5, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0235', 'BDM_MAC3_0041', 'BDM_MAC3_0192', 'BDM_MAC3_0034', 'BDM_MAD3_0234', 'BDM_MAC3_0167', 'BDM_MAD3_0152', 'BDM_MAD3_0134']"
1036,구미중3_기말대비3_004,,,,"[4, 4, 0, 1, 5, 3, 1, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0083', 'BDM_MAD3_0094', 'BDM_MAC3_0148', 'BDM_MAC3_0194', 'BDM_MAD3_0153', 'BDM_MAC3_0118', 'BDM_MAC3_0153', 'BDM_MAD3_0255']"
1037,구미중3_기말대비3_005,,,,"['5', '2,4', '5', '2', '2', '1', '2', '1']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0115', 'BDM_MAC3_0072', 'BDM_MAD3_0202', 'BDM_MAD3_0127', 'BDM_MAC3_0033', 'BDM_MAC3_0011', 'BDM_MAD3_0262', 'BDM_MAD3_0107']"
1038,구미중3_기말대비3_006,,,,"[3, 3, 2, 3, 5, -8, 5, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0184', 'BDM_MAC3_0226', 'BDM_MAD3_0039', 'BDM_MAC3_0045', 'BDM_MAD3_0174', 'BDM_MAC3_0023', 'BDM_MAD3_0124', 'BDM_MAD3_0228']"
1039,구미중3_기말대비3_007,,,,"[2, 1, 1, 2, 2, -5, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0146', 'BDM_MAD3_0163', 'BDM_MAC3_0206', 'BDM_MAD3_0272', 'BDM_MAC3_0116', 'BDM_MAC3_0133', 'BDM_MAC3_0124', 'BDM_MAD3_0064']"
1040,구미중3_기말대비3_008,,,,"[4, 2, 1, 3, 4, 1, 1, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0004', 'BDM_MAD3_0204', 'BDM_MAC3_0185', 'BDM_MAC3_0234', 'BDM_MAC3_0035', 'BDM_MAD3_0254', 'BDM_MAD3_0060', 'BDM_MAD3_0037']"
1041,구미중3_기말대비3_009,,,,"[3, 3, 2, 4, 21, 5, 4, 40]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0222', 'BDM_MAC3_0112', 'BDM_MAC3_0159', 'BDM_MAC3_0026', 'BDM_MAC3_0051', 'BDM_MAC3_0248', 'BDM_MAC3_0095', 'BDM_MAD3_0072']"
1042,구미중3_기말대비3_010,,,,"[4, 1, 9, 1, 4, 4, 5, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0186', 'BDM_MAC3_0006', 'BDM_MAD3_0215', 'BDM_MAD3_0185', 'BDM_MAD3_0058', 'BDM_MAC3_0198', 'BDM_MAC3_0227', 'BDM_MAC3_0224']"
1043,구미중3_기말대비3_011,,,,"['5', '4', '5', '3', '4', '1', '1,4', '3']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0032', 'BDM_MAD3_0237', 'BDM_MAC3_0029', 'BDM_MAC3_0193', 'BDM_MAD3_0036', 'BDM_MAC3_0052', 'BDM_MAD3_0065', 'BDM_MAC3_0203']"
